ID,Document reference,Publication year,Study case location,Spreading methods,Induced bank filtration,In-channel modifications,"Well, shaft, borehole recharge",Rainwater-runoff harvesting,Unspecified MAR type,Number of criteria used,Criteria category (main),Criteria category (specific),Criteria original,Criteria modified,Criteria weight,Criteria importance rank,Weight Assignment method,Decision rules,Constraint mapping,Constraint mapping parameters,Sensitivity Analysis,Water Source,Main objective of MAR,
61,"Zare, 2016",2016,Iran,Yes,No,No,No,No,No,5,Aquifer,Storage/flow capacity,Quaternary units,Geology / Lithology,11.6,3,Pairwise comparison method,AHP,Yes,"Land use (only pasture land), Drainage density",No,River water,Agriculture; Domestic,No
61,"Zare, 2016",2016,Iran,Yes,No,No,No,No,No,5,Aquifer,Storage capacity,Groundwater level,Groundwater level,2.3,5,Pairwise comparison method,AHP,Yes,"Land use (only pasture land), Drainage density",No,River water,Agriculture; Domestic,No
62,"Mahmoud, 2014",2014,Saudi Arabia,No,No,Yes,No,No,No,5,Surface,Soils,Soil texture,Soil type/Soil texture,42.6,1,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture,No
62,"Mahmoud, 2014",2014,Saudi Arabia,No,No,Yes,No,No,No,5,Hydrometeorology,Runoff,Rainfall surplus,Potential runoff,17.8,3,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture,No
62,"Mahmoud, 2014",2014,Saudi Arabia,No,No,Yes,No,No,No,5,Surface,Geomorphological,Slope,Slope,8.5,4,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture,No
62,"Mahmoud, 2014",2014,Saudi Arabia,No,No,Yes,No,No,No,5,Hydrometeorology,Runoff,Runoff coefficient,Runoff coefficient,26.2,2,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture,No
62,"Mahmoud, 2014",2014,Saudi Arabia,No,No,Yes,No,No,No,5,Surface,Land use/ Land cover,Land cover,Land use/Land cover,4.9,5,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture,No
63,"Selvarani,2017",2017,India,No,No,Yes,No,No,No,7,Surface,Geomorphological,Slope,Slope,12.0,4,"Pairwise comparison method, Multi influencing factor",WLC,No,NA,No,River water,Agriculture; Domestic; Industrial,No
63,"Selvarani,2017",2017,India,No,No,Yes,No,No,No,7,Surface,Hydrography,Drainage density,Drainage density/Drainage intensity,14.0,3,"Pairwise comparison method, Multi influencing factor",WLC,No,NA,No,River water,Agriculture; Domestic; Industrial,No
63,"Selvarani,2017",2017,India,No,No,Yes,No,No,No,7,Surface,Land use/ Land cover,Land use,Land use/Land cover,14.0,3,"Pairwise comparison method, Multi influencing factor",WLC,No,NA,No,River water,Agriculture; Domestic; Industrial,No
63,"Selvarani,2017",2017,India,No,No,Yes,No,No,No,7,Surface,Soils,Soil,Soil type/Soil texture,12.0,4,"Pairwise comparison method, Multi influencing factor",WLC,No,NA,No,River water,Agriculture; Domestic; Industrial,No
63,"Selvarani,2017",2017,India,No,No,Yes,No,No,No,7,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,16.0,2,"Pairwise comparison method, Multi influencing factor",WLC,No,NA,No,River water,Agriculture; Domestic; Industrial,No
63,"Selvarani,2017",2017,India,No,No,Yes,No,No,No,7,Surface,Geomorphological,Geomorphology,Geomorphology,20.0,1,"Pairwise comparison method, Multi influencing factor",WLC,No,NA,No,River water,Agriculture; Domestic; Industrial,No
63,"Selvarani,2017",2017,India,No,No,Yes,No,No,No,7,Surface,Geological,Lineament density,Lineament density,12.0,4,"Pairwise comparison method, Multi influencing factor",WLC,No,NA,No,River water,Agriculture; Domestic; Industrial,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Water quality,General,Source and GW compatibility (EC based),Water compatibility,36.4,1,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Water quality,Surface water quality,Source water quality (erosion potential),Source water quality,17.9,2,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Aquifer,Storage capacity,Depth to groundwater,Groundwater level,13.9,3,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Water quality,Groundwater quality,Groundwater quality (EC),Groundwater - Salinity,10.5,4,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Management,Economical,Construction cost (distance to existing wells),Distance to wells,8.6,5,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Hydrometeorology,Runoff,Source water availability (Runoff height),Potential runoff,4.1,6,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Aquifer,Flow capacity,Aquifer transmissivity,Aquifer transmissivity,4.1,6,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Management,Impact assessment,Demand (water level decline),Water demand,2.0,8,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
64,"Amineh, 2017",2017,Iran,No,No,No,Yes,No,No,9,Management,Economical,Operation cost (Possibility of gravity transmission),Elevation from water source to MAR site,2.5,7,Pairwise comparison method,AHP,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
65,"Ahmadi, 2017",2017,Iran,Yes,No,No,No,No,No,7,Surface,Geomorphological,Slope,Slope,NA,NA,Rating method,WLC,Yes,"Fault (distance >200m), Quanats (distance>300m),Wells (distance>20m), Streams (distance>150m), Roads (400m buffer), Railways (600m buffer), residential areas (400m buffer), Airport (600m buffer)",No,Treated wastewater,Agriculture; Domestic,No
65,"Ahmadi, 2017",2017,Iran,Yes,No,No,No,No,No,7,Aquifer,Storage capacity,Depth to groundwater,Groundwater level,NA,NA,Rating method,WLC,Yes,"Fault (distance >200m), Quanats (distance>300m),Wells (distance>20m), Streams (distance>150m), Roads (400m buffer), Railways (600m buffer), residential areas (400m buffer), Airport (600m buffer)",No,Treated wastewater,Agriculture; Domestic,No
65,"Ahmadi, 2017",2017,Iran,Yes,No,No,No,No,No,7,Water quality,Groundwater quality,Groundwater quality,Groundwater quality,NA,NA,Rating method,WLC,Yes,"Fault (distance >200m), Quanats (distance>300m),Wells (distance>20m), Streams (distance>150m), Roads (400m buffer), Railways (600m buffer), residential areas (400m buffer), Airport (600m buffer)",No,Treated wastewater,Agriculture; Domestic,No
65,"Ahmadi, 2017",2017,Iran,Yes,No,No,No,No,No,7,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,NA,NA,Rating method,WLC,Yes,"Fault (distance >200m), Quanats (distance>300m),Wells (distance>20m), Streams (distance>150m), Roads (400m buffer), Railways (600m buffer), residential areas (400m buffer), Airport (600m buffer)",No,Treated wastewater,Agriculture; Domestic,No
65,"Ahmadi, 2017",2017,Iran,Yes,No,No,No,No,No,7,Surface,Land use/ Land cover,Land use,Land use/Land cover,NA,NA,Rating method,WLC,Yes,"Fault (distance >200m), Quanats (distance>300m),Wells (distance>20m), Streams (distance>150m), Roads (400m buffer), Railways (600m buffer), residential areas (400m buffer), Airport (600m buffer)",No,Treated wastewater,Agriculture; Domestic,No
65,"Ahmadi, 2017",2017,Iran,Yes,No,No,No,No,No,7,Management,Economical,Elevation difference to WWTP (economic),Elevation from water source to MAR site,NA,NA,Rating method,WLC,Yes,"Fault (distance >200m), Quanats (distance>300m),Wells (distance>20m), Streams (distance>150m), Roads (400m buffer), Railways (600m buffer), residential areas (400m buffer), Airport (600m buffer)",No,Treated wastewater,Agriculture; Domestic,No
65,"Ahmadi, 2017",2017,Iran,Yes,No,No,No,No,No,7,Management,Economical,Distance to WWTP,Distance between water supply sources and MAR site,NA,NA,Rating method,WLC,Yes,"Fault (distance >200m), Quanats (distance>300m),Wells (distance>20m), Streams (distance>150m), Roads (400m buffer), Railways (600m buffer), residential areas (400m buffer), Airport (600m buffer)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Aquifer,Storage capacity,Aquifer depth,Aquifer thickness,8.91,4,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Aquifer,Storage/flow capacity,Geology,Geology / Lithology,8.91,4,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Surface,Soils,Soil texture,Soil type/Soil texture,8.91,4,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Surface,Soils,Soil salinity,Soil salinity,2.64,5,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Water quality,Groundwater quality,Groundwater salinity,Groundwater - Salinity,2.64,5,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Surface,Geomorphological,Slope,Slope,0.99,6,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Management,Impact assessment,Distance from residential areas,Distance to urban areas,33.00,1,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Management,Economical,Distance from WWTP,Distance between water supply sources and MAR site,22.11,2,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
66,"Anane, 2008",2008,Tunisia,Yes,No,No,No,No,No,9,Management,Economical,Elevation difference to WWTP (economic),Elevation from water source to MAR site,10.89,3,Pairwise comparison method,AHP,Yes,"Aquifer depth (<5m), Geology (No sandy, sandy loam formations), Soil (no sandy, sandy loam grain size distribution), groundwater salinity (<3g/l), Soil salinity (halomorph soils), Slope (>15%), Distance from residential area (<200m)",No,Treated wastewater,Agriculture; Domestic,No
